Label,ICD_TYPE,ICD_TYPE_CLEAN,Mapping_Conversion,ICD_CODE,CODE_Reference,ICD Definition,Group,CCSR Category,Exclude
Localized Tumor,ICD-9-CM,ICD9CM,,195.5,1955,Malignant neoplasm of lower limb,,,
Localized Tumor,ICD-9-CM,ICD9CM,,195.8,1958,Malignant neoplasm of other specified sites,,,
Localized Tumor,ICD-9-CM,ICD9CM,,200,20000,Reticulosarcoma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,200.01,20001,Reticulosarcoma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,200.02,20002,Reticulosarcoma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,200.03,20003,Reticulosarcoma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,200.04,20004,Reticulosarcoma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,200.05,20005,Reticulosarcoma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,200.06,20006,Reticulosarcoma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,200.07,20007,Reticulosarcoma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,200.08,20008,Reticulosarcoma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,200.1,20010,Lymphosarcoma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,200.11,20011,Lymphosarcoma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,200.12,20012,Lymphosarcoma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,200.13,20013,Lymphosarcoma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,200.14,20014,Lymphosarcoma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,200.15,20015,Lymphosarcoma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,200.16,20016,Lymphosarcoma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,200.17,20017,Lymphosarcoma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,200.18,20018,Lymphosarcoma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,200.2,20020,Burkitt's tumor or lymphoma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,200.21,20021,Burkitt's tumor or lymphoma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,200.22,20022,Burkitt's tumor or lymphoma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,200.23,20023,Burkitt's tumor or lymphoma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,200.24,20024,Burkitt's tumor or lymphoma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,200.25,20025,Burkitt's tumor or lymphoma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,200.26,20026,Burkitt's tumor or lymphoma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,200.27,20027,Burkitt's tumor or lymphoma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,200.28,20028,Burkitt's tumor or lymphoma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,200.3,20030,Marginal zone lymphoma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,200.31,20031,Marginal zone lymphoma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,200.32,20032,Marginal zone lymphoma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,200.33,20033,Marginal zone lymphoma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,200.34,20034,Marginal zone lymphoma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,200.35,20035,Marginal zone lymphoma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,200.36,20036,Marginal zone lymphoma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,200.37,20037,Marginal zone lymphoma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,200.38,20038,Marginal zone lymphoma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,200.4,20040,Mantle cell lymphoma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,200.41,20041,Mantle cell lymphoma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,200.42,20042,Mantle cell lymphoma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,200.43,20043,Mantle cell lymphoma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,200.44,20044,Mantle cell lymphoma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,200.45,20045,Mantle cell lymphoma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,200.46,20046,Mantle cell lymphoma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,200.47,20047,Mantle cell lymphoma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,200.48,20048,Mantle cell lymphoma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,200.5,20050,Primary central nervous system lymphoma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,200.51,20051,Primary central nervous system lymphoma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,200.52,20052,Primary central nervous system lymphoma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,200.53,20053,Primary central nervous system lymphoma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,200.54,20054,Primary central nervous system lymphoma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,200.55,20055,Primary central nervous system lymphoma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,200.56,20056,Primary central nervous system lymphoma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,200.57,20057,Primary central nervous system lymphoma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,200.58,20058,Primary central nervous system lymphoma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,200.6,20060,Anaplastic large cell lymphoma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,200.61,20061,Anaplastic large cell lymphoma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,200.62,20062,Anaplastic large cell lymphoma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,200.63,20063,Anaplastic large cell lymphoma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,200.64,20064,Anaplastic large cell lymphoma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,200.65,20065,Anaplastic large cell lymphoma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,200.66,20066,Anaplastic large cell lymphoma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,200.67,20067,Anaplastic large cell lymphoma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,200.68,20068,Anaplastic large cell lymphoma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,200.7,20070,Large cell lymphoma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,200.71,20071,Large cell lymphoma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,200.72,20072,Large cell lymphoma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,200.73,20073,Large cell lymphoma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,200.74,20074,Large cell lymphoma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,200.75,20075,Large cell lymphoma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,200.76,20076,Large cell lymphoma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,200.77,20077,Large cell lymphoma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,200.78,20078,Large cell lymphoma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,200.8,20080,Other named variants of lymphosarcoma and reticulosarcoma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,200.81,20081,Other named variants of lymphosarcoma and reticulosarcoma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,200.82,20082,Other named variants of lymphosarcoma and reticulosarcoma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,200.83,20083,Other named variants of lymphosarcoma and reticulosarcoma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,200.84,20084,Other named variants of lymphosarcoma and reticulosarcoma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,200.85,20085,Other named variants of lymphosarcoma and reticulosarcoma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,200.86,20086,Other named variants of lymphosarcoma and reticulosarcoma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,200.87,20087,Other named variants of lymphosarcoma and reticulosarcoma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,200.88,20088,Other named variants of lymphosarcoma and reticulosarcoma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,201,20100,Hodgkin's paragranuloma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,201.01,20101,Hodgkin's paragranuloma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,201.02,20102,Hodgkin's paragranuloma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,201.03,20103,Hodgkin's paragranuloma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,201.04,20104,Hodgkin's paragranuloma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,201.05,20105,Hodgkin's paragranuloma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,201.06,20106,Hodgkin's paragranuloma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,201.07,20107,Hodgkin's paragranuloma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,201.08,20108,Hodgkin's paragranuloma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,201.1,20110,Hodgkin's granuloma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,201.11,20111,Hodgkin's granuloma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,201.12,20112,Hodgkin's granuloma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,201.13,20113,Hodgkin's granuloma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,201.14,20114,Hodgkin's granuloma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,201.15,20115,Hodgkin's granuloma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,201.16,20116,Hodgkin's granuloma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,201.17,20117,Hodgkin's granuloma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,201.18,20118,Hodgkin's granuloma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,201.2,20120,Hodgkin's sarcoma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,201.21,20121,Hodgkin's sarcoma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,201.22,20122,Hodgkin's sarcoma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,201.23,20123,Hodgkin's sarcoma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,201.24,20124,Hodgkin's sarcoma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,201.25,20125,Hodgkin's sarcoma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,201.26,20126,Hodgkin's sarcoma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,201.27,20127,Hodgkin's sarcoma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,201.28,20128,Hodgkin's sarcoma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,201.4,20140,Hodgkin's disease,,,
Localized Tumor,ICD-9-CM,ICD9CM,,201.41,20141,Hodgkin's disease,,,
Localized Tumor,ICD-9-CM,ICD9CM,,201.42,20142,Hodgkin's disease,,,
Localized Tumor,ICD-9-CM,ICD9CM,,201.43,20143,Hodgkin's disease,,,
Localized Tumor,ICD-9-CM,ICD9CM,,201.44,20144,Hodgkin's disease,,,
Localized Tumor,ICD-9-CM,ICD9CM,,201.45,20145,Hodgkin's disease,,,
Localized Tumor,ICD-9-CM,ICD9CM,,201.46,20146,Hodgkin's disease,,,
Localized Tumor,ICD-9-CM,ICD9CM,,201.47,20147,Hodgkin's disease,,,
Localized Tumor,ICD-9-CM,ICD9CM,,201.48,20148,Hodgkin's disease,,,
Localized Tumor,ICD-9-CM,ICD9CM,,201.5,20150,Hodgkin's disease,,,
Localized Tumor,ICD-9-CM,ICD9CM,,201.51,20151,Hodgkin's disease,,,
Localized Tumor,ICD-9-CM,ICD9CM,,201.52,20152,Hodgkin's disease,,,
Localized Tumor,ICD-9-CM,ICD9CM,,201.53,20153,Hodgkin's disease,,,
Localized Tumor,ICD-9-CM,ICD9CM,,201.54,20154,Hodgkin's disease,,,
Localized Tumor,ICD-9-CM,ICD9CM,,201.55,20155,Hodgkin's disease,,,
Localized Tumor,ICD-9-CM,ICD9CM,,201.56,20156,Hodgkin's disease,,,
Localized Tumor,ICD-9-CM,ICD9CM,,201.57,20157,Hodgkin's disease,,,
Localized Tumor,ICD-9-CM,ICD9CM,,201.58,20158,Hodgkin's disease,,,
Localized Tumor,ICD-9-CM,ICD9CM,,201.6,20160,Hodgkin's disease,,,
Localized Tumor,ICD-9-CM,ICD9CM,,201.61,20161,Hodgkin's disease,,,
Localized Tumor,ICD-9-CM,ICD9CM,,201.62,20162,Hodgkin's disease,,,
Localized Tumor,ICD-9-CM,ICD9CM,,201.63,20163,Hodgkin's disease,,,
Localized Tumor,ICD-9-CM,ICD9CM,,201.64,20164,Hodgkin's disease,,,
Localized Tumor,ICD-9-CM,ICD9CM,,201.65,20165,Hodgkin's disease,,,
Localized Tumor,ICD-9-CM,ICD9CM,,201.66,20166,Hodgkin's disease,,,
Localized Tumor,ICD-9-CM,ICD9CM,,201.67,20167,Hodgkin's disease,,,
Localized Tumor,ICD-9-CM,ICD9CM,,201.68,20168,Hodgkin's disease,,,
Localized Tumor,ICD-9-CM,ICD9CM,,201.7,20170,Hodgkin's disease,,,
Localized Tumor,ICD-9-CM,ICD9CM,,201.71,20171,Hodgkin's disease,,,
Localized Tumor,ICD-9-CM,ICD9CM,,201.72,20172,Hodgkin's disease,,,
Localized Tumor,ICD-9-CM,ICD9CM,,201.73,20173,Hodgkin's disease,,,
Localized Tumor,ICD-9-CM,ICD9CM,,201.74,20174,Hodgkin's disease,,,
Localized Tumor,ICD-9-CM,ICD9CM,,201.75,20175,Hodgkin's disease,,,
Localized Tumor,ICD-9-CM,ICD9CM,,201.76,20176,Hodgkin's disease,,,
Localized Tumor,ICD-9-CM,ICD9CM,,201.77,20177,Hodgkin's disease,,,
Localized Tumor,ICD-9-CM,ICD9CM,,201.78,20178,Hodgkin's disease,,,
Localized Tumor,ICD-9-CM,ICD9CM,,201.9,20190,Hodgkin's disease,,,
Localized Tumor,ICD-9-CM,ICD9CM,,201.91,20191,Hodgkin's disease,,,
Localized Tumor,ICD-9-CM,ICD9CM,,201.92,20192,Hodgkin's disease,,,
Localized Tumor,ICD-9-CM,ICD9CM,,201.93,20193,Hodgkin's disease,,,
Localized Tumor,ICD-9-CM,ICD9CM,,201.94,20194,Hodgkin's disease,,,
Localized Tumor,ICD-9-CM,ICD9CM,,201.95,20195,Hodgkin's disease,,,
Localized Tumor,ICD-9-CM,ICD9CM,,201.96,20196,Hodgkin's disease,,,
Localized Tumor,ICD-9-CM,ICD9CM,,201.97,20197,Hodgkin's disease,,,
Localized Tumor,ICD-9-CM,ICD9CM,,201.98,20198,Hodgkin's disease,,,
Localized Tumor,ICD-9-CM,ICD9CM,,202,20200,Nodular lymphoma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,202.01,20201,Nodular lymphoma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,202.02,20202,Nodular lymphoma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,202.03,20203,Nodular lymphoma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,202.04,20204,Nodular lymphoma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,202.05,20205,Nodular lymphoma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,202.06,20206,Nodular lymphoma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,202.07,20207,Nodular lymphoma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,202.08,20208,Nodular lymphoma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,202.1,20210,Mycosis fungoides,,,
Localized Tumor,ICD-9-CM,ICD9CM,,202.11,20211,Mycosis fungoides,,,
Localized Tumor,ICD-9-CM,ICD9CM,,202.12,20212,Mycosis fungoides,,,
Localized Tumor,ICD-9-CM,ICD9CM,,202.13,20213,Mycosis fungoides,,,
Localized Tumor,ICD-9-CM,ICD9CM,,202.14,20214,Mycosis fungoides,,,
Localized Tumor,ICD-9-CM,ICD9CM,,202.15,20215,Mycosis fungoides,,,
Localized Tumor,ICD-9-CM,ICD9CM,,202.16,20216,Mycosis fungoides,,,
Localized Tumor,ICD-9-CM,ICD9CM,,202.17,20217,Mycosis fungoides,,,
Localized Tumor,ICD-9-CM,ICD9CM,,202.18,20218,Mycosis fungoides,,,
Localized Tumor,ICD-9-CM,ICD9CM,,202.2,20220,Sezary's disease,,,
Localized Tumor,ICD-9-CM,ICD9CM,,202.21,20221,Sezary's disease,,,
Localized Tumor,ICD-9-CM,ICD9CM,,202.22,20222,Sezary's disease,,,
Localized Tumor,ICD-9-CM,ICD9CM,,202.23,20223,Sezary's disease,,,
Localized Tumor,ICD-9-CM,ICD9CM,,202.24,20224,Sezary's disease,,,
Localized Tumor,ICD-9-CM,ICD9CM,,202.25,20225,Sezary's disease,,,
Localized Tumor,ICD-9-CM,ICD9CM,,202.26,20226,Sezary's disease,,,
Localized Tumor,ICD-9-CM,ICD9CM,,202.27,20227,Sezary's disease,,,
Localized Tumor,ICD-9-CM,ICD9CM,,202.28,20228,Sezary's disease,,,
Localized Tumor,ICD-9-CM,ICD9CM,,202.3,20230,Malignant histiocytosis,,,
Localized Tumor,ICD-9-CM,ICD9CM,,202.31,20231,Malignant histiocytosis,,,
Localized Tumor,ICD-9-CM,ICD9CM,,202.32,20232,Malignant histiocytosis,,,
Localized Tumor,ICD-9-CM,ICD9CM,,202.33,20233,Malignant histiocytosis,,,
Localized Tumor,ICD-9-CM,ICD9CM,,202.34,20234,Malignant histiocytosis,,,
Localized Tumor,ICD-9-CM,ICD9CM,,202.35,20235,Malignant histiocytosis,,,
Localized Tumor,ICD-9-CM,ICD9CM,,202.36,20236,Malignant histiocytosis,,,
Localized Tumor,ICD-9-CM,ICD9CM,,202.37,20237,Malignant histiocytosis,,,
Localized Tumor,ICD-9-CM,ICD9CM,,202.38,20238,Malignant histiocytosis,,,
Localized Tumor,ICD-9-CM,ICD9CM,,202.4,20240,Leukemic reticuloendotheliosis,,,
Localized Tumor,ICD-9-CM,ICD9CM,,202.41,20241,Leukemic reticuloendotheliosis,,,
Localized Tumor,ICD-9-CM,ICD9CM,,202.42,20242,Leukemic reticuloendotheliosis,,,
Localized Tumor,ICD-9-CM,ICD9CM,,202.43,20243,Leukemic reticuloendotheliosis,,,
Localized Tumor,ICD-9-CM,ICD9CM,,202.44,20244,Leukemic reticuloendotheliosis,,,
Localized Tumor,ICD-9-CM,ICD9CM,,202.45,20245,Leukemic reticuloendotheliosis,,,
Localized Tumor,ICD-9-CM,ICD9CM,,202.46,20246,Leukemic reticuloendotheliosis,,,
Localized Tumor,ICD-9-CM,ICD9CM,,202.47,20247,Leukemic reticuloendotheliosis,,,
Localized Tumor,ICD-9-CM,ICD9CM,,202.48,20248,Leukemic reticuloendotheliosis,,,
Localized Tumor,ICD-9-CM,ICD9CM,,202.5,20250,Letterer-siwe disease,,,
Localized Tumor,ICD-9-CM,ICD9CM,,202.51,20251,Letterer-siwe disease,,,
Localized Tumor,ICD-9-CM,ICD9CM,,202.52,20252,Letterer-siwe disease,,,
Localized Tumor,ICD-9-CM,ICD9CM,,202.53,20253,Letterer-siwe disease,,,
Localized Tumor,ICD-9-CM,ICD9CM,,202.54,20254,Letterer-siwe disease,,,
Localized Tumor,ICD-9-CM,ICD9CM,,202.55,20255,Letterer-siwe disease,,,
Localized Tumor,ICD-9-CM,ICD9CM,,202.56,20256,Letterer-siwe disease,,,
Localized Tumor,ICD-9-CM,ICD9CM,,202.57,20257,Letterer-siwe disease,,,
Localized Tumor,ICD-9-CM,ICD9CM,,202.58,20258,Letterer-siwe disease,,,
Localized Tumor,ICD-9-CM,ICD9CM,,202.6,20260,Malignant mast cell tumors,,,
Localized Tumor,ICD-9-CM,ICD9CM,,202.61,20261,Malignant mast cell tumors,,,
Localized Tumor,ICD-9-CM,ICD9CM,,202.62,20262,Malignant mast cell tumors,,,
Localized Tumor,ICD-9-CM,ICD9CM,,202.63,20263,Malignant mast cell tumors,,,
Localized Tumor,ICD-9-CM,ICD9CM,,202.64,20264,Malignant mast cell tumors,,,
Localized Tumor,ICD-9-CM,ICD9CM,,202.65,20265,Malignant mast cell tumors,,,
Localized Tumor,ICD-9-CM,ICD9CM,,202.66,20266,Malignant mast cell tumors,,,
Localized Tumor,ICD-9-CM,ICD9CM,,202.67,20267,Malignant mast cell tumors,,,
Localized Tumor,ICD-9-CM,ICD9CM,,202.68,20268,Malignant mast cell tumors,,,
Localized Tumor,ICD-9-CM,ICD9CM,,202.7,20270,Peripheral T cell lymphoma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,202.71,20271,Peripheral T cell lymphoma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,202.72,20272,Peripheral T cell lymphoma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,202.73,20273,Peripheral T cell lymphoma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,202.74,20274,Peripheral T cell lymphoma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,202.75,20275,Peripheral T cell lymphoma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,202.76,20276,Peripheral T cell lymphoma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,202.77,20277,Peripheral T cell lymphoma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,202.78,20278,Peripheral T cell lymphoma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,202.8,20280,Other malignant lymphomas,,,
Localized Tumor,ICD-9-CM,ICD9CM,,202.81,20281,Other malignant lymphomas,,,
Localized Tumor,ICD-9-CM,ICD9CM,,202.82,20282,Other malignant lymphomas,,,
Localized Tumor,ICD-9-CM,ICD9CM,,202.83,20283,Other malignant lymphomas,,,
Localized Tumor,ICD-9-CM,ICD9CM,,202.84,20284,Other malignant lymphomas,,,
Localized Tumor,ICD-9-CM,ICD9CM,,202.85,20285,Other malignant lymphomas,,,
Localized Tumor,ICD-9-CM,ICD9CM,,202.86,20286,Other malignant lymphomas,,,
Localized Tumor,ICD-9-CM,ICD9CM,,202.87,20287,Other malignant lymphomas,,,
Localized Tumor,ICD-9-CM,ICD9CM,,202.88,20288,Other malignant lymphomas,,,
Localized Tumor,ICD-9-CM,ICD9CM,,202.9,20290,Other and unspecified malignant neoplasms of lymphoid and histiocytic tissue,,,
Localized Tumor,ICD-9-CM,ICD9CM,,202.91,20291,Other and unspecified malignant neoplasms of lymphoid and histiocytic tissue,,,
Localized Tumor,ICD-9-CM,ICD9CM,,202.92,20292,Other and unspecified malignant neoplasms of lymphoid and histiocytic tissue,,,
Localized Tumor,ICD-9-CM,ICD9CM,,202.93,20293,Other and unspecified malignant neoplasms of lymphoid and histiocytic tissue,,,
Localized Tumor,ICD-9-CM,ICD9CM,,202.94,20294,Other and unspecified malignant neoplasms of lymphoid and histiocytic tissue,,,
Localized Tumor,ICD-9-CM,ICD9CM,,202.95,20295,Other and unspecified malignant neoplasms of lymphoid and histiocytic tissue,,,
Localized Tumor,ICD-9-CM,ICD9CM,,202.96,20296,Other and unspecified malignant neoplasms of lymphoid and histiocytic tissue,,,
Localized Tumor,ICD-9-CM,ICD9CM,,202.97,20297,Other and unspecified malignant neoplasms of lymphoid and histiocytic tissue,,,
Localized Tumor,ICD-9-CM,ICD9CM,,202.98,20298,Other and unspecified malignant neoplasms of lymphoid and histiocytic tissue,,,
Localized Tumor,ICD-9-CM,ICD9CM,,203,20300,Multiple myeloma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,203.01,20301,Multiple myeloma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,203.02,20302,Multiple myeloma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,203.1,20310,Plasma cell leukemia,,,
Localized Tumor,ICD-9-CM,ICD9CM,,203.11,20311,Plasma cell leukemia,,,
Localized Tumor,ICD-9-CM,ICD9CM,,203.12,20312,Plasma cell leukemia,,,
Localized Tumor,ICD-9-CM,ICD9CM,,203.8,20380,Other immunoproliferative neoplasms,,,
Localized Tumor,ICD-9-CM,ICD9CM,,203.81,20381,Other immunoproliferative neoplasms,,,
Localized Tumor,ICD-9-CM,ICD9CM,,203.82,20382,Other immunoproliferative neoplasms,,,
Localized Tumor,ICD-9-CM,ICD9CM,,204,20400,Acute lymphoid leukemia,,,
Localized Tumor,ICD-9-CM,ICD9CM,,204.01,20401,Acute lymphoid leukemia,,,
Localized Tumor,ICD-9-CM,ICD9CM,,204.02,20402,Acute lymphoid leukemia,,,
Localized Tumor,ICD-9-CM,ICD9CM,,204.1,20410,Chronic lymphoid leukemia,,,
Localized Tumor,ICD-9-CM,ICD9CM,,204.11,20411,Chronic lymphoid leukemia,,,
Localized Tumor,ICD-9-CM,ICD9CM,,204.12,20412,Chronic lymphoid leukemia,,,
Localized Tumor,ICD-9-CM,ICD9CM,,204.2,20420,Subacute lymphoid leukemia,,,
Localized Tumor,ICD-9-CM,ICD9CM,,204.21,20421,Subacute lymphoid leukemia,,,
Localized Tumor,ICD-9-CM,ICD9CM,,204.22,20422,Subacute lymphoid leukemia,,,
Localized Tumor,ICD-9-CM,ICD9CM,,204.8,20480,Other lymphoid leukemia,,,
Localized Tumor,ICD-9-CM,ICD9CM,,204.81,20481,Other lymphoid leukemia,,,
Localized Tumor,ICD-9-CM,ICD9CM,,204.82,20482,Other lymphoid leukemia,,,
Localized Tumor,ICD-9-CM,ICD9CM,,204.9,20490,Unspecified lymphoid leukemia,,,
Localized Tumor,ICD-9-CM,ICD9CM,,204.91,20491,Unspecified lymphoid leukemia,,,
Localized Tumor,ICD-9-CM,ICD9CM,,204.92,20492,Unspecified lymphoid leukemia,,,
Localized Tumor,ICD-9-CM,ICD9CM,,205,20500,Acute myeloid leukemia,,,
Localized Tumor,ICD-9-CM,ICD9CM,,205.01,20501,Acute myeloid leukemia,,,
Localized Tumor,ICD-9-CM,ICD9CM,,205.02,20502,Acute myeloid leukemia,,,
Localized Tumor,ICD-9-CM,ICD9CM,,205.1,20510,Chronic myeloid leukemia,,,
Localized Tumor,ICD-9-CM,ICD9CM,,205.11,20511,Chronic myeloid leukemia,,,
Localized Tumor,ICD-9-CM,ICD9CM,,205.12,20512,Chronic myeloid leukemia,,,
Localized Tumor,ICD-9-CM,ICD9CM,,205.2,20520,Subacute myeloid leukemia,,,
Localized Tumor,ICD-9-CM,ICD9CM,,205.21,20521,Subacute myeloid leukemia,,,
Localized Tumor,ICD-9-CM,ICD9CM,,205.22,20522,Subacute myeloid leukemia,,,
Localized Tumor,ICD-9-CM,ICD9CM,,205.3,20530,Myeloid sarcoma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,205.31,20531,Myeloid sarcoma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,205.32,20532,Myeloid sarcoma,,,
Localized Tumor,ICD-9-CM,ICD9CM,,205.8,20580,Other myeloid leukemia,,,
Localized Tumor,ICD-9-CM,ICD9CM,,205.81,20581,Other myeloid leukemia,,,
Localized Tumor,ICD-9-CM,ICD9CM,,205.82,20582,Other myeloid leukemia,,,
Localized Tumor,ICD-9-CM,ICD9CM,,205.9,20590,Unspecified myeloid leukemia,,,
Localized Tumor,ICD-9-CM,ICD9CM,,205.91,20591,Unspecified myeloid leukemia,,,
Localized Tumor,ICD-9-CM,ICD9CM,,205.92,20592,Unspecified myeloid leukemia,,,
Localized Tumor,ICD-9-CM,ICD9CM,,206,20600,Acute monocytic leukemia,,,
Localized Tumor,ICD-9-CM,ICD9CM,,206.01,20601,Acute monocytic leukemia,,,
Localized Tumor,ICD-9-CM,ICD9CM,,206.02,20602,Acute monocytic leukemia,,,
Localized Tumor,ICD-9-CM,ICD9CM,,206.1,20610,Chronic monocytic leukemia,,,
